StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,samtycke,hon1,hon2,hon3,han1,han2,han3,hen1,hen2,hen3,control1,control2,control3,30f1,30f2,30f3,30f5,30f10,50f10,50f11,50f3,50f7,50f8,50f9,5030f7,50f12,50f17,50f13,75f1,75f2,75f4,75f5,70f3,Q60,Q62,GIS_1,GIS_2,GIS_3,GIS_4,essentialism_1,essentialism_2,essentialism_3,essentialism_4,essentialism_5,essentialism_6,essentialism_7,essentialism_8,hen_attitudes_1,hen_attitudes_2,hen_attitudes_3,hen_use,hen_hear,hen_fam,hen_fam_4_TEXT,Q66,Q68,Q70,Q72,token,han1 - Parent Topics,han1 - Topics
2020-11-12 10:42:57,2020-11-12 10:49:16,IP Address,98.128.166.175,100,378,TRUE,2020-11-12 10:49:17,R_rcO3Nv8UDMPN2RH,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Hen haller i en paddel ,Hen star pa nagot ,Hen ar pa vag nagonstans ,Man,Man,Icke-binar,Icke-binar,Man,Man,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Man,Icke-binar,Icke-binar,Icke-binar,Man,Kvinna,Kvinna,Kvinna,Kvinna,25,Kvinna ,6,"Stammer helt
7","Stammer helt
7",5,3,2,"Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1",4,"Stammer inte alls
1",5,"Mycket bra
7","Mycket bra
7",Nagon gang i manaden,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Synen pa konsidentiteter ,Nej ,Nej ,Nej ,aqwspzq,,
2020-11-12 12:34:01,2020-11-12 12:43:20,IP Address,92.254.160.241,100,559,TRUE,2020-11-12 12:43:20,R_ZmfDMqD3LAgLYdj,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen star upp och paddlar pa en brada.,Personen motionerar.,Personen utfor sommaraktivitet.,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,42,Kvinna,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7",2,"Stammer helt
7","Stammer helt
7","Stammer inte alls
1",4,3,"Stammer inte alls
1","Mycket daligt
1",4,4,Aldrig,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Forutfattade meningar om utseende kopplat till kon. ,Ibland kandes det som att en del kvinnliga ansikten formodligen skulle vara nagot annat men att jag skulle bli lurad.,"Nej, jag svarade som jag tyckte att det borde vara ",En del var lite androgyna.,aykhukn,,
2020-11-12 12:07:16,2020-11-12 12:49:29,IP Address,83.251.245.112,100,2532,TRUE,2020-11-12 12:49:29,R_cIL4iFhQrytSwdH,,,,,59.23699951,17.98190308,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,hen paddlar,hen paddlar,hen paddlar,,,,Man,Man,Kvinna,Man,Man,Vet ej,Kvinna,Vet ej,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Man,Vet ej,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,57,man,"Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7",4,"Stammer helt
7","Stammer helt
7","Stammer inte alls
1",4,6,"Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,konsidentitet,nej,inte alls,nej,agbnrnt,,
2020-11-12 12:43:51,2020-11-12 12:50:35,IP Address,92.254.160.241,100,404,TRUE,2020-11-12 12:50:36,R_25ArgVwpC6N49Sp,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar pa en brada.,Han motionerar.,Han utfor en sommaraktivitet.,,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,42,Kvinna,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7",2,"Stammer helt
7","Stammer helt
7","Stammer inte alls
1",4,3,"Stammer inte alls
1","Mycket daligt
1",4,"Mycket daligt
1",Aldrig,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Forutfattade meningar om utseende och kon.,Ibland kandes det som att kvinnliga ansikten skulle vara nagot annat och lura mig. ,"Nej, jag svarade som jag tyckte. ",Nagra var androgyna. ,aykhukn,,
2020-11-12 13:09:31,2020-11-12 13:16:59,IP Address,82.196.111.138,100,448,TRUE,2020-11-12 13:17:00,R_2t3jjN4Yq81nqhr,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar med en lang paddel,Hon star upp ,Hon star latt framatlutad,,,,,,,,,,Man,Man,Vet ej,Vet ej,Man,Man,Kvinna,Vet ej,Vet ej,Vet ej,Vet ej,Kvinna,Kvinna,Vet ej,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Vet ej,60,kvina,6,2,3,6,4,3,"Stammer inte alls
1",3,5,3,5,2,4,3,4,Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,konsidentitet,nej,nej,nej,bevwzfq,,
2020-11-12 14:35:49,2020-11-12 14:47:29,IP Address,80.68.110.238,100,699,TRUE,2020-11-12 14:47:30,R_3ewRyIvStN1ZFuf,,,,,59.33329773,18.05000305,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen paddlar pa paddleboard,Personen star pa kanten vid en pool och gor rent poolen,Personen star och fangar fisk med en hov,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,33,Kvinna,4,4,5,5,6,"Stammer inte alls
1",2,5,"Stammer inte alls
1",6,3,"Stammer inte alls
1",2,"Mycket daligt
1",2,Aldrig,Nagon gang per vecka,"Ja, en kollega,Ja, en bekant",,"Fordommar, hur vi satter personer i fack och kategoriserar personen",Nej, Nej,Sag ut som att de aterkom och jag funderade over om det var samma men omgjorda lite ,awxesap,,
2020-11-12 14:50:39,2020-11-12 14:57:43,IP Address,90.129.206.232,100,423,TRUE,2020-11-12 14:57:43,R_3l0M2LjbeumlEVb,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Paddlar pa paddleboard,Star pa kanten av en pool och gor rent den,Jagar fiskar med hov,,,,,,,,,,Man,Man,,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,33,Kvinna,4,3,3,5,6,"Stammer inte alls
1",2,2,2,5,4,"Stammer inte alls
1",2,3,"Mycket daligt
1",Aldrig,Nagon gang per vecka,"Ja, en kollega,Ja, en bekant",,Kategorisering och fordomar ,Nej,Nej,Samma ansikten men ibland omgjorda,awxesap,,
2020-11-13 00:40:16,2020-11-13 00:45:59,IP Address,83.187.168.20,100,343,TRUE,2020-11-13 00:45:59,R_3nUZUA0ILw5aibG,,,,,59.32470703,18.05599976,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar.,Han anvander sina krafter till att paddla,Han utovar paddling,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Icke-binar,Vet ej,Kvinna,Icke-binar,Kvinna,Kvinna,Icke-binar,Man,Kvinna,Kvinna,Kvinna,Kvinna,28,Kvinna,5,4,3,5,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",6,3,"Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Dagligen,"Nej, kanner ingen som anvander hen som sitt pronomen",,Manniskors uppfattningar om kon, Nej,Nej,Nej,arzeyyb,,
2020-11-12 14:48:31,2020-11-13 00:48:04,IP Address,83.185.36.249,100,35973,TRUE,2020-11-13 00:48:05,R_RDow5P0yhitFJtL,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Star pa paddleboard och paddlar,Rengor pool,Havar fisk,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,33,Kvinna,4,3,3,4,2,2,6,5,2,5,4,2,2,2,2,Aldrig,Nagon gang per vecka,"Ja, anhorig / nara van,Ja, en kollega,Ja, en bekant",,Kategorisering fordomar ,Nej,Nej,Tankte att det var samma men omgjorda lite,awxesap,,
2020-11-13 01:39:31,2020-11-13 01:46:34,IP Address,92.254.160.241,100,422,TRUE,2020-11-13 01:46:34,R_3qCKM1YyvxxwxHl,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar pa en brada i vattnet.,Hen motionerar.,Hen utfor sommaraktivitet.,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,42,Kvinna,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7",3,"Stammer helt
7","Stammer helt
7","Stammer inte alls
1",4,3,"Stammer inte alls
1","Mycket daligt
1",4,3,Aldrig,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Forutfattade meningar om kon baserat pa utseende. ,Ja ,Nej ,Vissa var androgyna. ,aykhukn,,
2020-11-13 01:36:47,2020-11-13 01:55:21,IP Address,188.149.232.9,100,1114,TRUE,2020-11-13 01:55:21,R_2VmYMYKsujYTsyF,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Hen star pa en SUP brada och paddlar,Hen gor rent poolen ,Hen drar at en stor bult ,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,34,Man,6,2,2,6,2,2,"Stammer inte alls
1","Stammer inte alls
1",5,2,"Stammer helt
7",6,2,6,6,Nagon gang om aret,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsroller,Undermedvetet formodligen,Formodligen inte,Nej ,aedgneb,,
2020-11-13 01:55:39,2020-11-13 02:04:21,IP Address,188.149.232.9,100,521,TRUE,2020-11-13 02:04:21,R_3fTQnyzReaZyWLX,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han ror ,Han paddlar ,Han transr,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Vet ej,Kvinna,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Man,Kvinna,Kvinna,Kvinna,Kvinna,34,Man,6,2,2,6,3,2,"Stammer inte alls
1",2,5,2,6,6,6,6,6,Nagon gang om aret,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsroller ,Ja,Formodligen inte,Nej,aedgneb,,
2020-11-12 07:33:26,2020-11-13 02:09:36,IP Address,92.34.181.244,100,66969,TRUE,2020-11-13 02:09:36,R_pMlpGtElqCWaCOJ,,,,,58.5941925,16.18260193,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,hon paddlar,hon ror,hon aker vindsurfing,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,72,man,"Stammer helt
7",3,3,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Nagon gang per vecka,Dagligen,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hen,Nej,Nej,Nej,amyypup,,
2020-11-13 02:31:09,2020-11-13 02:44:32,IP Address,83.254.4.154,100,803,TRUE,2020-11-13 02:44:33,R_xzNJem9IYaq3uMh,,,,,59.520401,17.90829468,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar,Hon paddlar fran land,Hon paddlar som traning av armarna,,,,,,,,,,Man,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,74,Man,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7",4,"Stammer inte alls
1",2,2,2,Aldrig,,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsbedomning/Identitet,Nej,Nej,Ja,aknxnxc,,
2020-11-13 02:46:33,2020-11-13 02:51:49,IP Address,83.254.4.154,100,316,TRUE,2020-11-13 02:51:50,R_1NlwtoHNvvatZs0,,,,,59.520401,17.90829468,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hon paddlar,Hon paddlar fran en brygga,Hon paddlar for att starka armarna,,,,Man,Man,Man,Man,Man,Man,Kvinna,,Man,Kvinna,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,74,Man,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7",3,4,"Stammer inte alls
1",4,2,2,2,2,2,Nagon gang om aret,Nagon gang i manaden,"Ja, en bekant",,Konsidentifiering,Nej,Nej,Nej,aknxnxc,,
2020-11-13 05:19:11,2020-11-13 05:22:40,IP Address,62.88.128.60,100,209,TRUE,2020-11-13 05:22:40,R_3hhdcVb8NdFjpSv,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar.,Hon anvander sin styrka och paddlar.,Hon utovar paddling.,,,,,,,,,,Man,Man,Icke-binar,Man,Man,Vet ej,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Vet ej,Icke-binar,Kvinna,Kvinna,Man,Kvinna,Kvinna,Icke-binar,Kvinna,28,Kvinna,3,4,3,3,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Dagligen,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitets uppfattningar,Nej,Nej,Nej,arzeyyb,,
2020-11-13 05:22:54,2020-11-13 05:26:27,IP Address,62.88.128.60,100,212,TRUE,2020-11-13 05:26:27,R_2y3jdhZIuHAy8Li,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen paddlar.,Personen utovar paddling.,Personen tranar paddling. ,Man,Man,Vet ej,Man,Man,Icke-binar,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Icke-binar,Kvinna,Kvinna,Icke-binar,Man,Kvinna,Kvinna,Kvinna,Icke-binar,28,Kvinna,3,3,3,3,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Dagligen,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hur man inte kan se vad folk har for konsidentitet,Nej,Nej,Nej,arzeyyb,,
2020-11-13 07:11:10,2020-11-13 07:18:36,IP Address,212.165.92.83,100,446,TRUE,2020-11-13 07:18:37,R_3kBdLHJqE1Y48yp,,,,,52.38240051,4.899505615,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen padlar kanot,Hen star up,Hen tranar,,,,Man,Man,Man,Man,Man,Man,Vet ej,Kvinna,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,36,Man,4,4,4,4,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Idiotisk hittepa vetenskap ,Ja,Nej,Nej,nodszcs,,
2020-11-13 07:11:28,2020-11-13 07:19:37,IP Address,92.35.144.22,100,488,TRUE,2020-11-13 07:19:37,R_2UfsiBK0KSzTjS2,,,,,57.63529968,18.29750061,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han star pa en bat,Han ror i vattnet,Han tar i ,,,,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,26,Kvinna,4,4,"Stammer helt
7",5,"Stammer helt
7","Stammer helt
7",4,"Stammer helt
7","Stammer inte alls
1",4,6,"Stammer inte alls
1",6,6,"Mycket bra
7",Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentiteter ,Ja,Ja lite.,Ja vissa sag redigerade ut,nowvegb,,
2020-11-13 07:15:21,2020-11-13 07:20:52,IP Address,81.229.152.102,100,330,TRUE,2020-11-13 07:20:52,R_31TcJQj4fbKWnBX,,,,,57.75840759,16.63729858,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon star upp i kanoten och paddlar,Hon paddlar med en paddel,Hon star och paddlar i baten,,,,,,,,,,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,41,man,4,5,4,4,"Stammer helt
7","Stammer helt
7",4,"Stammer helt
7",4,6,4,4,3,2,3,Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Om Kon,Nej,Nej,Nej,urbrvmf,,
2020-11-13 07:11:47,2020-11-13 07:21:20,IP Address,155.4.44.250,100,572,TRUE,2020-11-13 07:21:20,R_2QzyKZSchHudgEF,,,,,57.75840759,16.63729858,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar pa vatten med en ara. ,Han utovar en fysisk sport. ,Han tranar for att bli battre och ma bra. ,,,,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Icke-binar,Icke-binar,Man,Man,Kvinna,Icke-binar,Icke-binar,Man,Kvinna,Kvinna,Kvinna,Icke-binar,26,Kvinna,4,3,5,4,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,4,5,2,5,6,"Mycket bra
7",Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konstillhorighet ,Nej,"Nej, jag tankte efter. ","Nej, men de var kluriga. ",ddbbqtr,,
2020-11-13 07:12:02,2020-11-13 07:21:43,IP Address,188.150.19.242,100,580,TRUE,2020-11-13 07:21:43,R_3F4BNAuAeP50EUQ,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen star pa en SUP,Hen star och ror i en eka,Hen tar i allt hen har,,,,Man,Man,Vet ej,Man,Man,Icke-binar,Kvinna,Kvinna,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,36,Man,2,"Stammer helt
7","Stammer helt
7",2,"Stammer helt
7",6,6,"Stammer helt
7","Stammer inte alls
1",4,2,"Stammer inte alls
1",6,"Mycket daligt
1","Mycket bra
7",Nagon gang per vecka,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Om synen pa icke-binara och var uppskattade formaga att avgora ifall nagon ser sig sjalv som icke-binar.,Nej det kandes fritt,Inte alls.,Nagra var svara da de hade bade klassiskt manliga och kvinnliga drag samtidigt. ,geaqymq,,
2020-11-13 07:19:18,2020-11-13 07:25:20,IP Address,212.165.92.83,100,362,TRUE,2020-11-13 07:25:21,R_2zqiI8pmO7rPXkC,,,,,52.38240051,4.899505615,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon padlar,Hon star up,Hon badar,,,,,,,,,,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,36,Man,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hittepa vetenskap ,Ja,"Ja, tog inte det seriost",Ja vissa av dem var modifierade,nodszcs,,
2020-11-13 07:17:20,2020-11-13 07:26:55,IP Address,217.214.147.177,100,574,TRUE,2020-11-13 07:26:55,R_1LNCKe5Svl2cSUF,,,,,59.32470703,18.05599976,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon star pa en brada.,Hon paddlar.,Hon gor standup padel.,,,,,,,,,,Man,Kvinna,Kvinna,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Vet ej,Man,Kvinna,Kvinna,Kvinna,Kvinna,29,Kvinna,3,5,5,3,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",3,2,"Stammer inte alls
1",5,"Stammer inte alls
1","Mycket bra
7",4,"Mycket bra
7",Nagon gang i manaden,Nagon gang i manaden,"Ja, en bekant",,Genus,Ja,Nej,Nagra sag ut att vara tva ansikten ihopsatta,uxtycmy,,
2020-11-13 07:24:21,2020-11-13 07:29:59,IP Address,83.253.15.165,100,337,TRUE,2020-11-13 07:29:59,R_3egaQKXok0Fucib,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar ,Hon tranar,Hon ar pa havet,,,,,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,40,Kvinna ,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsroller ,Ja,Nej,Nej,wxqpvyr,,
2020-11-13 07:22:13,2020-11-13 07:30:05,IP Address,155.4.44.250,100,472,TRUE,2020-11-13 07:30:05,R_20SDdd2ZZpTOtGf,,,,,57.75840759,16.63729858,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Han paddlar med en ara. ,Han utovar en fysisk sport. ,Han tranar for att ma battre och att bli battre pa det han gor.,Man,Man,Icke-binar,Man,Man,Man,Icke-binar,Icke-binar,Kvinna,Kvinna,Icke-binar,Icke-binar,Kvinna,Icke-binar,Icke-binar,Icke-binar,Icke-binar,Kvinna,Icke-binar,Kvinna,26,Kvinna,5,3,4,4,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,3,5,"Stammer inte alls
1",5,6,"Mycket bra
7",Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet och hur vi uppfattar manniskor pga deras utseende. ,Nej,"Nej, det gjorde det inte. ",Nej. ,ddbbqtr,,
2020-11-13 07:24:07,2020-11-13 07:30:15,IP Address,81.227.74.95,100,367,TRUE,2020-11-13 07:30:16,R_1yJcaC5qT89Sbrr,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar kanot,Han star upp i baten nar han paddlar,Han star upp for att kunna ta sig fram fortare ,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,51,Man,4,,4,5,5,2,"Stammer inte alls
1",4,"Stammer inte alls
1",5,"Stammer inte alls
1","Stammer inte alls
1",3,4,4,Nagon gang om aret,Nagon gang i manaden,"Ja, jag sjalv",,Konsdysfori. Hur vi uppfattar manligt och kvinnligt. Om det finns ett tredje kon. ,Nej,Nej,Nej,eycrsze,,
2020-11-13 07:16:36,2020-11-13 07:30:25,IP Address,78.73.165.185,100,829,TRUE,2020-11-13 07:30:25,R_qUitWXuCb7Q7MEp,,,,,57.63529968,18.29750061,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar.,Han brukar val inte paddla staende?,Han verkar ta i .,,,,,,,Man,Man,Vet ej,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Vet ej,76,kvinna,4,4,4,4,4,5,4,3,5,5,3,"Stammer inte alls
1",4,6,5,Nagon gang om aret,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,konsidentitet,nej,nej,inte konstiga men svara att konsbestamma,nqkbzyc,,
2020-11-13 07:25:28,2020-11-13 07:31:11,IP Address,81.231.118.129,100,343,TRUE,2020-11-13 07:31:11,R_25WyOlNIPl2JOWU,,,,,59.44389343,18.06869507,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen paddlar staende.,Personen anstranger sig fysiskt.,Personen dammar med en dammvippa.,Man,Man,Man,Man,Man,Man,Vet ej,Vet ej,Vet ej,Man,Vet ej,Man,Vet ej,Kvinna,Vet ej,Man,Kvinna,Kvinna,Vet ej,Vet ej,56,Kvinna,3,5,5,5,3,"Stammer inte alls
1",2,2,3,2,5,"Stammer inte alls
1",6,6,6,Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,,,,,xbtbyny,,
